279,Maradi Airport,MFQ,13.50249958,7.126749992
280,Diori Hamani International Airport,NIM,13.4815,2.18361
281,Tahoua Airport,THZ,14.8757,5.265359879
282,Mano Dayak International Airport,AJY,16.9659996,8.000109673
283,Dirkou Airport,\N,18.96870041,12.86870003
284,Diffa Airport,\N,13.37290001,12.6267004
285,Zinder Airport,ZND,13.77900028,8.98375988
286,Monastir Habib Bourguiba International Airport,MIR,35.7580986,10.75469971
287,Tunis Carthage International Airport,TUN,36.85100174,10.22719955
288,Sidi Ahmed Air Base,\N,37.245398,9.79145
289,Remada Air Base,\N,32.30619812,10.38210011
290,Gafsa Ksar International Airport,GAF,34.42200089,8.822500229
291,Gabès Matmata International Airport,GAE,33.87689972,10.10330009
292,Borj El Amri Airport,\N,36.72129822,9.943149567
293,Djerba Zarzis International Airport,DJE,33.875,10.7755003
294,El Borma Airport,EBM,31.70429993,9.254619598
295,Sfax Thyna International Airport,SFA,34.7179985,10.69099998
296,Tozeur Nefta International Airport,TOE,33.93970108,8.110560417
297,Niamtougou International Airport,LRL,9.76733017,1.091249943
298,Lomé-Tokoin Airport,LFW,6.165609837,1.254510045
299,Antwerp International Airport (Deurne),ANR,51.18939972,4.460279942
300,Beauvechain Air Base,\N,50.75859833,4.768330097
301,Kleine Brogel Air Base,\N,51.168301,5.47
302,Brussels Airport,BRU,50.90140152,4.48443985
303,Jehonville Air Base,\N,49.89170074,5.223889828
304,Brussels South Charleroi Airport,CRL,50.459202,4.45382
305,Chièvres Air Base,\N,50.57580185,3.83100009
306,Koksijde Air Base,\N,51.09030151,2.652780056
307,Florennes Air Base,\N,50.24330139,4.645830154
308,Wevelgem Airport,KJK,50.81719971,3.20472002
309,Liège Airport,LGG,50.63740158,5.443220139
310,Ostend-Bruges International Airport,OST,51.19889832,2.862220049
311,Zutendaal Air Base,\N,50.94749832,5.590559959
312,Brustem Airfield Sint Truiden,\N,50.791901,5.20167
313,Saint Hubert Air Base,\N,50.03440094,5.440810204
314,Ursel Air Base,\N,51.14419937,3.47555995
315,Weelde Air Base,\N,51.39479828,4.960189819
316,Zoersel (Oostmalle) Airfield,OBL,51.264702,4.75333
317,Flugplatz Bautzen,\N,51.193611,14.519722
318,Altenburg-Nobitz Airport,AOC,50.981945,12.506389
319,Dessau Airfield,\N,51.831694,12.190962
320,Eisenhüttenstadt Airfield,\N,52.195856,14.58753
322,Großenhain Airport,\N,51.30805588,13.5555563
323,Merseburg Airport,\N,51.3630556,11.9408333
324,Halle-Oppin Airport,\N,51.552223,12.053889
325,Riesa-Göhlis Airport,IES,51.29360962,13.35611057
326,Rechlin-Lärz Airport,REB,53.30638886,12.75222206
327,Strausberg Airport,\N,52.58055496,13.91666698
328,Schönhagen Airport,QXH,52.203609,13.156389
329,Barth Airport,BBH,54.338253,12.710515
330,Jena-Schöngleina Airfield,\N,50.915279,11.714444
331,Kyritz Airport,\N,52.91888809,12.42527771
332,"Magdeburg ""City"" Airport",ZMG,52.073612,11.626389
333,Rothenburg/Görlitz Airport,\N,51.36333466,14.94999981
334,Anklam Airfield,\N,53.832779,13.668611
335,Cottbus-Drewitz Airport,CBU,51.889442,14.531944
336,Kamenz Airport,\N,51.29694366,14.12749958
337,Berlin-Schönefeld Airport,SXF,52.380001,13.5225
338,Dresden Airport,DRS,51.13280106,13.76720047
339,Erfurt Airport,ERF,50.97980118,10.95810032
340,Frankfurt am Main Airport,FRA,50.033333,8.570556
341,Münster Osnabrück Airport,FMO,52.13460159,7.684830189
342,Hamburg Airport,HAM,53.63040161,9.988229752
343,Berlin-Tempelhof International Airport,THF,52.47299957,13.40390015
344,Cologne Bonn Airport,CGN,50.86589813,7.142739773
345,Düsseldorf Airport,DUS,51.289501,6.76678
346,Munich Airport,MUC,48.353802,11.7861
347,Nuremberg Airport,NUE,49.498699,11.078056
348,Leipzig/Halle Airport,LEJ,51.423889,12.236389
349,Saarbrücken Airport,SCN,49.21459961,7.109509945
350,Stuttgart Airport,STR,48.68989944,9.221960068
351,Berlin-Tegel Airport,TXL,52.5597,13.2877
352,Hannover Airport,HAJ,52.46110153,9.685079575
353,Bremen Airport,BRE,53.04750061,8.786669731
354,Frankfurt-Egelsbach Airport,QEF,49.959999,8.645833
355,Frankfurt-Hahn Airport,HHN,49.9487,7.26389
356,Mannheim-City Airport,MHG,49.473057,8.514167
357,Allendorf/Eder Airport,\N,51.03499985,8.680832863
358,Worms Airport,\N,49.606945,8.368333
359,Mainz-Finthen Airport,\N,49.967499,8.147222
360,Eisenach-Kindel Airport,EIB,50.991604,10.47973
361,Siegerland Airport,SGE,50.70769882,8.082969666
362,Hamburg-Finkenwerder Airport,XFW,53.53527832,9.83555603
363,Kiel-Holtenau Airport,KEL,54.37944412,10.14527798
364,Lübeck Blankensee Airport,LBC,53.80540085,10.71920013
365,Flugplatz Dahlemer Binz,\N,50.40555573,6.528889179
366,Meinerzhagen Airport,\N,51.09999847,7.599999905
367,Arnsberg-Menden Airport,\N,51.48389053,7.898333073
368,Essen Mulheim Airport,ESS,51.40230179,6.937329769
369,Bielefeld Airport,BFE,51.964722,8.544444
370,Mönchengladbach Airport,MGL,51.230278,6.504444
371,Paderborn Lippstadt Airport,PAD,51.61410141,8.616319656
372,Stadtlohn-Vreden Airport,\N,51.99583435,6.840556145
373,Dortmund Airport,DTM,51.5182991,7.612239838
374,Augsburg Airport,AGB,48.425278,10.931667
375,Biberach a.d. Riß Airfield,\N,48.111111,9.762778
376,Eggenfelden Airport,\N,48.39611053,12.72361088
377,Mindelheim-Mattsies Airfield,\N,48.106945,10.525
378,Oberpfaffenhofen Airport,OBF,48.081402,11.2831
379,Straubing Airport,RBM,48.90083313,12.51666737
380,Vilshofen Airport,\N,48.63499832,13.19555569
381,Leutkirch-Unterzeil Airport,\N,47.85889053,10.01416683
382,Friedrichshafen Airport,FDH,47.67129898,9.511489868
383,Schwerin Parchim Airport,SZW,53.426998,11.7834
384,Stendal-Borstel Airport,\N,52.62888718,11.81861115
385,Aalen-Heidenheim/Elchingen Airport,\N,48.77777863,10.26472187
386,Bayreuth Airport,BYU,49.985001,11.64
387,Burg Feuerstein Airport,URD,49.79416656,11.13361073
388,Hof-Plauen Airport,HOQ,50.28861237,11.85638905
389,Haßfurt-Schweinfurt Airport,\N,50.01805496,10.52944374
390,Koblenz-Winningen Airfield,\N,50.325558,7.528611
391,Trier-Föhren Airport,\N,49.863888,6.7875
392,Speyer Airfield,\N,49.304722,8.451389
393,Zweibrücken Airport,ZQW,49.2094,7.40056
394,Donaueschingen-Villingen Airport,ZQL,47.97333145,8.522221565
395,Freiburg i. Br. Airport,\N,48.02277756,7.832499981
396,Mengen-Hohentengen Airport,\N,48.05389023,9.372777939
397,Adolf Würth Airport,\N,49.11833191,9.783888817
398,Finsterwalde/Schacksdorf Airport,\N,51.607498,13.743611
399,Braunschweig-Wolfsburg Airport,BWE,52.319199,10.5561
400,Kassel-Calden Airport,KSF,51.417273,9.384967
401,Hildesheim Airport,\N,52.18138885,9.946389198
402,Bremerhaven Airport,BRV,53.506943,8.572778
403,Emden Airport,EME,53.391109,7.2275
404,Leer-Papenburg Airport,\N,53.27194214,7.44166708
405,Wilhelmshaven-Mariensiel Airport,WVN,53.50222015,8.052222252
406,Borkum Airport,BMK,53.59639,6.709167
407,Norderney Airport,NRD,53.70694351,7.230000019
408,Flensburg-Schäferhaus Airport,FLF,54.7733345,9.378889084
409,Rendsburg-Schachtholm Airport,\N,54.22000122,9.599444389
410,Westerland Sylt Airport,GWT,54.91320038,8.340470314
411,Ämari Air Base,\N,59.26029968,24.20849991
412,Kärdla Airport,KDL,58.99079895,22.83069992
413,Kuressaare Airport,URE,58.22990036,22.5095005
414,Pärnu Airport,EPU,58.41899872,24.4727993
415,Lennart Meri Tallinn Airport,TLL,59.41329956,24.83279991
416,Tartu Airport,TAY,58.30749893,26.69039917
417,Enontekio Airport,ENF,68.36260223,23.42429924
418,Eura Airport,\N,61.11610031,22.20140076
419,Halli Airport,KEV,61.856039,24.786686
420,Helsinki Malmi Airport,HEM,60.25460052,25.0428009
